num_acc;catv;obs;obsm;choc;manv;num_veh
2014000125;7;0;0;8;19;B02
2014000126;30;0;0;0;15;A01
2014000127;2;0;0;0;2;A01
2014000128;7;13;0;3;1;A01
2014000129;7;0;2;1;5;A01
2014000129;7;0;2;1;5;B02
2014000130;7;0;2;5;1;A01
2014000130;2;0;2;1;1;B02
2014000131;7;0;2;1;17;A01
2014000131;7;0;2;6;20;B02
2014000131;7;0;2;1;1;C03
2014000132;7;0;2;3;10;A01
2014000132;33;0;2;7;1;B02
2014000133;3;0;1;2;1;A01
2014000134;10;0;2;1;5;A01
2014000134;10;0;2;3;5;B02
2014000135;10;0;1;7;1;A01
2014000136;7;0;1;1;1;A01
2014000137;7;0;1;2;1;A01
2014000138;7;13;0;1;1;A01
2014000139;33;13;0;1;1;A01
2014000140;30;0;5;1;1;A01
2014000141;31;9;2;1;17;A01
2014000141;7;0;2;3;15;B02
2014000142;30;1;1;4;1;A01
2014000143;7;0;1;2;16;A01
2014000144;33;0;2;1;1;A01
2014000144;7;0;0;6;15;B02
2014000145;7;0;2;2;1;B02
2014000145;2;0;2;6;15;A01
2014000146;7;0;1;2;1;A01
2014000147;21;0;1;4;24;B02
2014000147;10;1;0;3;1;A01
2014000148;7;0;1;2;2;A01
2014000149;7;0;2;3;19;A01
2014000149;7;0;2;1;17;B02
2014000150;31;0;2;0;17;A01
2014000150;7;0;2;8;15;B02
2014000151;32;7;0;1;13;A01
2014000152;7;0;2;3;1;A01
2014000152;30;0;2;8;1;B02
2014000152;30;0;2;1;13;C03
2014000153;30;0;2;1;1;A01
2014000153;7;0;2;3;1;B02
2014000154;7;2;0;8;1;A01
2014000155;7;0;1;2;1;A01
2014000156;7;0;2;5;1;A01
2014000156;30;0;2;1;2;B02
2014000157;7;0;0;9;0;A01
2014000158;7;0;2;1;1;B02
2014000158;2;0;2;1;5;A01
2014000159;10;1;0;3;13;A01
2014000159;30;0;0;1;0;B02
2014000160;7;0;2;1;1;B02
2014000160;7;0;2;1;13;A01
2014000161;7;0;0;1;13;A01
2014000161;7;0;0;1;0;B02
2014000162;7;14;0;1;1;A01
2014000163;7;0;0;2;14;A01
2014000164;7;0;0;1;1;A01
2014000165;7;0;1;2;1;A01
2014000166;7;14;0;4;1;A01
2014000166;33;14;0;1;1;B02
2014000167;7;0;2;6;15;A01
2014000167;33;0;2;1;17;B02
2014000168;30;0;2;1;1;A01
2014000168;10;0;2;3;19;B02
2014000169;7;0;2;1;5;A01
2014000169;10;0;2;2;1;B02
2014000170;7;0;2;1;17;A01
2014000170;7;0;2;1;1;B02
2014000171;7;0;2;7;15;A01
2014000171;30;0;2;1;1;B02
2014000172;33;0;2;1;21;A01
2014000172;7;0;2;3;10;B02
2014000173;15;0;2;4;20;A01
2014000173;33;0;2;1;23;B02
2014000174;33;16;0;7;1;A01
2014000175;7;0;2;8;19;A01
2014000175;7;0;2;1;0;B02
2014000176;7;0;2;3;13;A01
2014000176;7;0;2;3;1;B02
2014000177;33;0;0;1;1;B02
2014000177;7;0;0;8;1;A01
2014000178;7;8;0;1;5;A01
2014000179;33;8;0;1;1;A01
2014000180;7;3;0;2;1;A01
2014000181;7;13;0;5;1;A01
2014000182;7;0;1;2;1;A01
2014000183;7;0;0;1;1;A01
2014000183;7;0;0;4;1;B02
2014000183;7;0;0;4;1;C03
2014000184;7;4;0;3;13;A01
2014000185;14;0;2;1;2;A01
2014000185;17;0;2;4;2;B02
2014000186;33;0;0;1;16;A01
2014000187;7;0;0;1;0;A01
2014000187;7;0;0;8;0;C03
2014000187;7;0;0;1;0;B02
2014000188;7;0;2;8;1;B02
2014000188;7;2;2;5;17;A01
2014000189;7;0;1;7;1;A01
2014000190;1;1;0;1;21;B02
2014000190;21;1;9;2;0;A01
2014000191;7;0;2;7;1;A01
2014000191;7;0;2;3;9;B02
2014000192;7;2;2;1;5;A01
2014000192;33;0;2;1;1;B02
2014000193;15;0;2;2;13;A01
2014000193;10;0;2;3;1;B02
2014000194;7;0;1;1;1;A01
2014000195;7;2;0;2;1;A01
2014000196;10;13;0;6;1;A01
2014000197;7;2;0;3;1;A01
2014000198;7;16;0;3;19;A01
2014000199;7;0;1;2;1;A01
2014000200;7;0;0;8;19;B02
2014000200;7;0;0;1;1;A01
2014000201;7;0;2;2;15;B02
2014000201;10;0;2;1;1;A01
2014000202;33;0;2;1;1;B02
2014000202;10;0;2;5;15;A01
2014000203;17;0;2;1;14;B02
2014000203;7;0;2;1;17;A01
2014000204;14;0;0;5;1;A01
2014000204;14;0;0;1;0;B02
2014000204;14;0;0;1;0;C03
2014000205;7;2;0;3;13;A01
2014000206;7;8;0;1;15;A01
2014000207;31;2;0;1;1;A01
2014000208;7;0;2;1;13;A01
2014000208;10;0;0;1;0;B02
2014000209;30;0;2;0;19;B02
2014000209;7;0;2;2;1;A01
2014000210;7;2;6;9;0;A01
2014000211;7;0;2;3;13;B02
2014000211;7;0;2;3;1;A01
2014000212;7;16;0;9;1;A01
2014000213;7;0;2;3;13;A01
2014000213;17;0;2;1;1;B02
2014000214;7;0;2;8;19;A01
2014000214;33;0;2;1;1;B02
2014000215;7;13;0;0;1;A01
2014000216;33;0;0;1;17;B02
2014000216;7;0;0;3;1;A01
2014000217;7;0;2;1;15;A01
2014000217;1;0;2;8;15;B02
2014000218;7;2;0;7;0;A01
2014000219;7;0;2;3;1;B02
2014000219;7;0;2;3;2;C03
2014000219;7;0;2;3;13;A01
2014000220;7;0;1;6;20;A01
2014000221;33;0;2;3;1;A01
2014000221;7;0;2;8;15;B02
2014000222;33;0;2;1;1;A01
2014000222;7;0;2;7;19;B02
2014000223;33;13;0;1;1;A01
2014000224;7;0;1;2;1;A01
2014000225;7;6;0;1;13;A01
2014000226;7;8;0;3;1;A01
2014000227;7;0;1;2;21;A01
2014000228;7;0;2;3;15;A01
2014000228;31;0;2;1;17;B02
2014000229;38;0;1;1;1;A01
2014000230;7;4;2;3;15;A01
2014000230;7;4;2;2;17;B02
2014000231;14;0;2;1;12;B02
2014000231;7;0;0;4;1;A01
2014000232;7;0;2;6;13;A01
2014000232;7;0;2;3;1;B02
2014000233;31;0;2;8;13;A01
2014000233;7;0;2;3;1;B02
2014000234;7;6;0;1;1;A01
2014000235;7;0;1;3;1;A01
2014000236;7;0;2;1;13;B02
2014000236;7;0;2;1;13;A01
2014000237;32;0;0;0;0;A01
2014000238;7;9;0;1;13;A01
2014000239;10;13;0;1;18;A01
2014000240;7;8;1;1;1;A01
2014000241;7;0;0;1;1;A01
2014000241;2;0;0;7;19;B02
2014000242;31;0;0;7;1;A01
2014000243;2;0;2;7;1;B02
2014000243;7;0;2;3;9;A01
2014000244;10;0;1;3;15;A01
2014000245;10;0;2;2;21;B02
2014000245;7;0;2;5;13;A01
2014000246;7;0;2;2;1;A01
2014000246;14;0;2;3;1;B02
2014000247;36;2;0;1;14;A01
2014000248;10;0;1;5;2;A01
2014000249;7;0;2;8;1;C03
2014000249;7;0;2;3;13;A01
2014000249;7;0;2;3;1;B02
2014000250;2;0;2;1;17;A01
2014000250;7;0;2;3;15;B02
2014000251;7;0;0;9;1;A01
2014000252;10;0;2;1;13;A01
2014000252;7;0;2;1;13;B02
2014000253;33;0;2;1;1;A01
2014000253;7;0;2;2;1;B02
2014000254;7;0;2;3;15;A01
2014000254;31;0;2;1;1;B02
2014000255;7;0;2;3;13;A01
2014000256;1;0;2;7;19;B02
2014000256;7;0;2;1;21;A01
2014000257;7;0;1;2;12;A01
2014000258;7;0;2;2;1;A01
2014000258;2;0;2;1;1;B02
2014000259;30;3;0;3;1;A01
2014000260;33;0;0;0;0;A01
2014000261;7;0;0;3;0;A01
2014000261;7;0;0;3;0;B02
2014000262;33;0;0;5;9;B02
2014000262;7;0;0;3;9;A01
2014000263;30;0;5;1;1;A01
2014000264;7;0;2;8;13;B02
2014000264;33;15;2;7;17;A01
2014000265;30;0;2;2;1;A01
2014000265;7;0;2;2;19;B02
2014000266;7;3;0;1;1;A01
2014000267;7;6;0;3;1;A01
2014000268;31;0;0;0;1;A01
2014000269;33;1;1;1;1;A01
2014000270;7;0;2;3;19;A01
2014000270;30;0;2;1;21;B02
2014000271;31;0;1;1;1;A01
2014000272;10;0;2;3;10;A01
2014000272;33;0;2;1;1;B02
2014000273;7;0;2;3;19;A01
2014000273;33;0;2;2;1;B02
2014000274;7;13;0;1;1;A01
2014000275;7;0;2;7;1;B02
2014000275;7;0;2;8;20;A01
2014000276;7;0;1;2;0;A01
2014000277;10;6;0;9;1;A01
2014000278;7;0;1;1;1;A01
2014000279;7;1;0;3;3;A01
2014000279;14;0;2;3;23;B02
2014000280;7;2;0;7;1;A01
2014000281;7;0;2;1;1;B02
2014000282;7;0;2;1;1;A01
2014000282;7;0;2;8;15;B02
2014000283;10;0;2;1;13;A01
2014000283;7;0;2;1;1;B02
2014000283;7;2;0;1;21;C03
2014000284;2;0;2;1;1;B02
2014000284;7;0;2;3;15;A01
2014000285;7;0;0;6;1;A01
2014000285;3;0;2;1;19;B02
2014000286;14;0;0;4;1;A01
2014000286;7;0;2;1;2;B02
2014000287;2;0;2;7;17;A01
2014000287;21;0;2;0;2;B02
2014000288;33;13;0;1;1;A01
2014000289;33;0;2;1;1;B02
2014000289;10;0;2;7;15;A01
2014000290;17;0;2;3;5;B02
2014000290;7;0;2;3;5;A01
2014000291;7;0;2;2;18;A01
2014000291;1;0;2;1;15;B02
2014000292;7;4;0;2;1;A01
2014000293;7;2;0;1;1;A01
2014000294;7;0;2;1;1;A01
2014000294;7;0;2;1;0;B02
2014000295;7;2;0;3;13;A01
2014000296;7;13;0;3;0;A01
2014000297;7;9;2;7;19;A01
2014000297;7;0;2;1;1;B02
2014000298;10;0;2;1;1;B02
2014000298;10;0;2;1;15;A01
2014000299;7;0;2;1;1;B02
2014000299;7;0;2;1;5;A01
2014000300;7;8;0;1;1;A01
2014000301;7;2;0;1;1;A01
2014000302;7;0;0;3;15;A01
2014000302;30;0;0;8;1;B02
2014000303;7;0;2;7;13;A01
2014000303;7;0;2;1;1;B02
2014000304;7;0;1;2;1;A01
2014000305;30;0;2;8;19;B02
2014000305;14;0;2;1;1;A01
2014000306;7;2;0;4;0;A01
2014000307;7;0;2;1;1;A01
2014000307;7;0;2;4;1;B02
2014000307;7;0;2;1;1;C03
2014000308;7;0;2;3;15;B02
2014000308;31;0;2;1;17;A01
2014000309;7;0;2;1;2;A01
2014000309;21;0;2;4;1;B02
2014000310;7;0;0;9;1;A01
2014000311;7;0;1;2;1;A01
2014000312;33;8;0;7;1;A01
2014000313;7;16;0;7;1;A01
2014000314;7;0;0;1;1;A01
2014000315;7;0;2;1;5;A01
2014000315;7;0;2;2;11;B02
2014000316;7;0;1;1;0;A01
2014000317;7;0;2;1;9;A01
2014000317;7;0;2;1;17;B02
2014000318;7;0;1;2;1;A01
2014000319;33;9;0;1;1;A01
2014000320;7;0;1;2;1;A01
2014000321;7;0;1;2;1;A01
2014000322;7;0;2;6;19;A01
2014000322;1;0;2;1;1;B02
2014000323;7;0;2;3;1;B02
2014000323;10;0;2;2;19;A01
2014000324;7;0;0;3;10;A01
2014000324;33;0;0;1;1;B02
2014000325;7;0;2;1;1;B02
2014000325;30;0;2;8;19;A01
2014000326;7;6;0;1;16;A01
2014000327;7;0;2;8;1;B02
2014000327;7;0;2;7;21;A01
2014000328;7;0;2;3;19;B02
2014000328;17;0;2;2;1;A01
2014000329;7;0;1;2;1;A01
2014000330;7;9;0;8;14;A01
2014000331;7;0;2;1;1;B02
2014000331;7;0;2;3;19;A01
2014000332;7;2;0;6;13;A01
2014000333;7;8;0;8;13;A01
2014000334;7;0;2;3;19;B02
2014000334;30;0;2;1;1;A01
2014000335;7;13;0;0;1;A01
2014000336;7;9;0;1;13;A01
2014000337;14;0;2;1;1;B02
2014000337;7;0;2;3;13;A01
2014000338;7;0;2;1;1;B02
2014000338;7;0;2;7;13;A01
2014000339;7;1;0;1;14;A01
2014000339;7;0;0;4;23;B02
2014000340;33;0;0;9;1;A01
2014000341;7;13;0;1;13;A01
2014000342;7;0;2;1;1;B02
2014000342;21;0;2;8;13;A01
2014000343;7;0;2;3;21;C03
2014000343;7;0;2;1;13;A01
2014000343;7;0;2;1;1;B02
2014000344;7;0;2;2;1;B02
2014000344;7;0;2;3;19;A01
2014000345;7;0;2;0;1;B02
2014000345;7;0;2;3;13;A01
2014000346;31;0;2;2;1;B02
2014000346;7;0;2;3;10;A01
2014000347;2;1;0;1;14;A01
2014000348;7;0;2;7;15;A01
2014000348;33;0;2;1;1;B02
2014000349;7;0;0;9;14;A01
2014000350;33;6;0;2;1;A01
2014000351;7;0;2;3;15;A01
2014000351;33;0;2;0;1;B02
2014000352;7;0;2;1;13;A01
2014000352;7;0;2;8;1;B02
2014000353;10;0;2;7;15;A01
2014000353;2;0;2;1;1;B02
2014000354;30;6;0;1;13;A01
2014000355;7;0;2;3;1;B02
2014000355;33;0;2;1;13;A01
2014000356;7;0;1;3;1;A01
2014000357;7;0;1;1;13;A01
2014000358;7;0;0;3;13;A01
2014000359;7;7;0;1;14;A01
2014000360;36;7;0;1;14;A01
2014000361;7;2;0;7;14;A01
2014000362;7;16;0;1;13;A01
2014000363;30;15;0;8;14;A01
2014000364;33;7;0;1;14;A01
2014000365;7;0;2;3;13;A01
2014000365;7;0;2;3;1;B02
2014000366;7;0;2;3;13;A01
2014000366;7;0;2;3;1;B02
2014000367;7;0;1;6;4;A01
2014000368;10;0;1;7;13;A01
2014000369;1;0;0;0;1;A01
2014000370;7;0;0;7;15;A01
2014000370;33;0;2;1;1;B02
2014000371;30;0;2;1;13;A01
2014000371;7;0;2;1;1;B02
2014000372;7;0;1;2;1;A01
2014000373;7;0;0;3;13;A01
2014000374;33;13;0;1;13;A01
2014000375;15;0;2;8;1;B02
2014000375;7;0;2;3;13;A01
2014000376;7;0;1;2;1;A01
2014000377;33;8;0;2;13;A01
2014000378;7;1;0;2;9;A01
2014000378;7;1;0;4;23;B02
2014000379;7;0;2;4;1;B02
2014000379;7;0;2;1;1;A01
2014000379;14;0;2;4;6;C03
2014000380;7;15;0;1;14;A01
2014000381;7;0;2;5;9;A01
2014000381;7;0;2;6;1;B02
2014000382;7;0;2;2;15;A01
2014000382;30;0;2;3;1;B02
2014000383;7;0;2;1;13;A01
2014000383;17;0;2;1;1;B02
2014000384;7;13;0;7;14;A01
2014000385;7;13;0;1;14;A01
2014000386;7;0;2;3;1;C03
2014000386;33;0;2;3;13;A01
2014000386;21;0;2;0;1;B02
2014000387;33;0;2;1;1;B02
2014000387;10;0;2;2;15;A01
2014000388;17;0;2;2;1;B02
2014000388;7;0;0;3;9;A01
2014000389;7;0;2;3;1;A01
2014000389;31;0;2;1;13;B02
2014000390;2;0;2;1;17;A01
2014000390;7;0;2;3;1;B02
2014000391;7;2;0;1;14;A01
2014000392;7;0;2;2;21;B01
2014000392;7;0;2;6;15;A02
2014000393;7;0;2;7;15;B02
2014000393;30;0;2;1;1;A01
2014000394;31;15;0;1;14;A01
2014000395;7;0;2;1;1;B02
2014000395;7;0;2;1;17;A01
2014000396;2;0;2;8;1;B02
2014000396;7;0;2;1;15;A01
2014000397;7;0;2;1;1;B02
2014000397;7;0;2;1;15;A01
2014000398;7;1;2;3;13;A01
2014000398;7;0;2;3;1;B02
2014000399;1;0;0;4;14;A01
2014000399;7;0;2;1;14;B02
2014000400;7;0;2;8;9;A01
2014000400;31;0;2;1;1;B02
2014000401;13;0;2;4;1;B02
2014000401;33;0;2;1;2;A01
2014000402;33;0;2;1;1;A01
2014000402;15;0;2;7;1;B02
2014000403;36;8;0;8;1;A01
2014000404;33;6;0;1;5;A01
2014000405;10;0;2;7;1;A01
2014000405;7;0;2;1;16;B02
2014000406;7;2;0;2;1;A01
2014000407;7;0;2;3;13;A01
2014000407;7;0;2;3;1;B02
2014000408;33;0;2;1;1;B02
2014000408;10;0;0;7;15;A01
2014000409;7;13;0;7;1;A01
2014000410;7;0;2;1;1;A01
2014000411;7;0;2;1;1;A01
2014000411;10;0;2;5;19;B02
2014000412;7;0;2;1;1;C03
2014000412;7;0;2;1;17;A01
2014000412;7;0;2;1;1;B02
2014000413;7;0;2;1;1;A01
2014000413;7;0;2;7;19;B02
2014000414;7;0;2;6;15;B02
2014000414;2;0;2;1;17;A01
2014000415;14;0;1;3;1;A01
2014000416;7;0;0;1;0;B02
2014000416;7;0;0;1;1;A01
2014000417;33;0;2;1;2;A01
2014000417;30;0;2;8;10;B02
2014000418;7;0;0;0;17;A01
2014000419;7;0;2;3;1;A01
2014000419;7;0;2;6;19;B02
2014000420;2;1;0;1;1;A01
2014000421;10;0;2;1;1;B02
2014000421;7;0;2;1;13;A01
2014000422;7;1;0;2;1;A01
2014000423;7;16;9;2;21;A01
2014000424;7;2;0;1;1;A01
2014000425;7;16;0;9;1;A01
2014000426;7;0;2;8;19;A01
2014000426;7;0;2;1;1;B02
2014000427;7;0;2;1;15;A01
2014000427;7;0;2;3;0;B02
2014000427;7;0;2;3;0;C03
2014000428;10;6;0;8;17;A01
2014000428;10;0;2;1;1;B02
2014000429;7;0;1;1;1;A01
2014000430;7;0;0;2;13;A01
2014000431;10;0;1;2;15;A01
2014000432;37;0;1;2;1;A01
2014000433;36;0;2;3;1;B02
2014000433;7;0;2;8;5;A01
2014000434;33;14;0;8;21;A01
2014000434;7;0;0;0;23;B02
2014000435;33;0;1;2;21;A01
2014000436;30;0;1;1;13;A01
2014000437;31;4;0;1;17;A01
2014000438;31;0;2;1;1;B02
2014000438;7;0;2;1;13;A01
2014000439;7;0;2;1;0;A01
2014000439;7;0;2;3;0;B02
2014000439;7;0;2;1;0;C03
2014000439;7;0;2;6;0;D04
2014000439;10;0;2;7;0;E05
2014000440;3;0;1;2;1;A01
2014000441;7;0;0;9;1;A01
2014000442;14;14;1;2;1;A01
2014000443;7;0;2;3;1;A01
2014000443;7;0;2;2;19;B02
2014000444;7;0;2;2;1;B02
2014000444;7;0;2;3;1;A01
2014000445;7;0;2;1;1;A01
2014000445;37;0;0;8;1;B02
2014000446;7;0;1;3;17;A01
2014000447;7;0;0;3;15;A01
2014000447;33;0;2;7;17;B02
2014000448;7;0;2;7;13;A01
2014000448;10;0;2;9;1;B02
2014000448;7;0;2;2;1;C03
2014000449;7;0;1;1;1;A01
2014000450;7;0;2;2;19;A01
2014000450;7;0;2;3;1;B02
2014000451;7;0;2;1;15;B02
2014000451;33;0;2;1;1;A01
2014000452;35;0;2;3;15;B02
2014000452;7;0;2;7;17;A01
2014000453;7;0;0;0;19;B02
2014000453;7;2;0;1;1;A01
2014000454;7;0;2;1;19;A01
2014000454;7;0;2;3;1;B02
2014000455;7;0;2;7;19;A01
2014000455;7;0;2;1;1;B02
2014000456;33;0;2;3;2;A01
2014000456;33;0;0;5;2;B02
2014000457;7;0;0;3;16;A01
2014000457;7;0;2;1;2;B02
2014000458;7;0;2;1;1;B02
2014000458;7;0;2;1;13;A01
2014000459;7;0;2;2;13;A01
2014000459;7;0;2;3;1;B02
2014000460;10;0;2;8;1;B02
2014000460;2;0;2;1;19;A01
2014000461;7;2;0;1;13;A01
2014000462;7;0;2;1;13;A01
2014000462;7;0;2;8;1;B02
2014000462;10;0;2;3;1;C03
2014000463;39;0;0;3;1;B02
2014000463;30;0;4;2;19;A01
2014000464;2;0;2;8;15;A01
2014000464;7;0;2;2;1;B02
2014000465;7;2;6;9;21;A01
2014000466;2;0;2;1;5;B02
2014000466;7;0;2;1;2;A01
2014000467;7;0;0;5;17;C03
2014000467;7;1;1;9;17;E05
2014000467;7;0;0;3;24;F06
2014000467;7;0;0;4;23;B02
2014000467;7;1;0;5;1;A01
2014000467;7;3;0;8;1;D04
2014000468;7;0;0;9;0;A01
2014000469;7;0;2;8;1;A01
2014000469;7;0;2;1;6;B02
2014000469;7;0;2;1;23;C03
2014000470;33;0;2;1;1;A01
2014000470;7;0;2;2;19;B02
2014000471;3;0;0;1;13;A01
2014000471;15;0;0;2;21;B02
2014000472;31;0;2;1;1;A01
2014000472;7;0;2;7;1;B02
2014000473;7;0;0;7;15;A01
2014000473;1;0;2;3;1;B02
2014000474;7;0;1;2;17;A01
2014000474;7;0;2;3;15;B02
2014000475;31;0;0;8;13;A01
2014000476;36;0;2;1;1;B02
2014000476;31;0;2;1;1;A01
2014000477;7;0;2;3;13;A01
2014000477;7;0;2;3;1;B02
2014000478;7;0;0;2;17;A01
2014000479;7;0;2;1;9;A01
2014000479;7;5;2;6;1;B02
2014000480;7;0;2;3;17;A01
2014000480;7;0;2;1;1;B02
2014000481;10;0;2;2;12;A01
2014000481;7;0;2;7;1;B02
2014000482;7;0;2;1;13;A01
2014000482;7;0;2;1;1;B02
2014000483;7;0;2;3;1;A01
2014000483;10;0;2;2;17;B02
2014000484;33;0;1;1;2;A01
