num_acc;catv;obs;obsm;choc;manv;num_veh
2016000085;7;1;0;7;0;A01
2016000086;10;2;0;3;14;A01
2016000087;7;0;2;6;6;B02
2016000087;7;0;2;1;6;A01
2016000088;7;0;2;7;1;B02
2016000088;30;0;2;1;1;A01
2016000089;7;0;2;3;1;A01
2016000089;7;0;2;3;13;B02
2016000090;7;6;0;8;13;A01
2016000091;33;0;0;0;0;A01
2016000092;7;13;0;1;1;A01
2016000093;7;8;0;7;13;A01
2016000094;33;0;2;1;1;B02
2016000094;21;0;2;2;15;A01
2016000095;7;0;2;1;1;A01
2016000095;7;0;2;1;1;B02
2016000096;7;0;2;2;1;A01
2016000096;7;0;2;1;1;B02
2016000097;7;0;1;1;21;A01
2016000098;33;0;2;1;1;A01
2016000098;7;0;2;1;1;B02
2016000099;7;2;0;1;1;A01
2016000100;7;0;1;2;15;A01
2016000101;7;0;0;1;0;C03
2016000101;7;0;2;3;1;A01
2016000101;7;0;2;1;13;B02
2016000102;36;0;2;7;19;A01
2016000102;7;0;2;8;0;B02
2016000103;7;13;0;1;1;A01
2016000104;7;0;9;2;9;A01
2016000104;2;0;2;1;1;B02
2016000105;7;0;0;1;1;A01
2016000106;7;0;1;1;17;A01
2016000107;7;1;0;0;1;A01
2016000108;33;0;2;2;1;B02
2016000108;7;0;2;2;10;A01
2016000109;31;0;2;1;1;B02
2016000109;10;0;2;2;15;A01
2016000110;7;2;0;1;1;A01
2016000111;7;0;1;3;0;A01
2016000112;7;0;0;3;1;A01
2016000113;7;8;0;2;1;A01
2016000114;7;0;2;3;1;B02
2016000114;7;0;2;3;1;A01
2016000115;7;13;0;1;1;A01
2016000116;7;13;0;2;1;A01
2016000117;7;6;0;9;0;A01
2016000118;2;8;0;1;0;A01
2016000119;17;0;2;1;1;B02
2016000119;7;0;2;1;13;A01
2016000120;15;0;2;8;1;A01
2016000120;7;0;2;1;1;B02
2016000121;33;15;0;1;0;A01
2016000122;7;0;2;1;1;B02
2016000122;7;0;2;2;1;C03
2016000122;7;0;2;1;14;A01
2016000123;7;8;0;1;0;A01
2016000124;7;0;2;3;5;B02
2016000124;3;12;0;3;5;A01
2016000125;7;2;0;3;19;A01
2016000126;7;0;2;8;13;A01
2016000126;7;0;2;1;1;B02
2016000127;7;0;2;1;1;B02
2016000127;7;0;2;1;5;A01
2016000128;33;0;0;8;1;A01
2016000129;7;5;0;1;1;A01
2016000130;33;0;2;1;1;A01
2016000130;10;0;2;1;2;B02
2016000131;7;0;1;2;1;A01
2016000132;16;0;2;3;2;A01
2016000132;15;0;2;5;17;B02
2016000133;7;0;1;3;0;A01
2016000134;7;14;2;2;21;A01
2016000135;7;0;2;1;13;A01
2016000135;33;0;2;1;1;B02
2016000136;7;0;1;2;1;A01
2016000137;33;13;0;1;1;A01
2016000138;32;0;2;1;1;A01
2016000138;7;0;2;2;1;B02
2016000139;7;0;2;1;17;A01
2016000139;7;0;0;1;1;B02
2016000140;7;2;0;3;1;A01
2016000141;33;0;1;1;18;A01
2016000142;7;0;0;1;1;A01
2016000143;2;15;0;1;1;A01
2016000144;10;6;0;1;0;A01
2016000145;15;14;0;0;1;A01
2016000145;2;0;9;0;1;B02
2016000146;15;0;2;2;1;A01
2016000146;30;0;2;7;1;B02
2016000147;2;0;2;4;2;B02
2016000147;7;0;2;2;2;A01
2016000148;38;0;1;2;1;A01
2016000149;7;0;2;2;5;A01
2016000149;15;0;2;3;0;B02
2016000150;7;6;0;1;1;A01
2016000151;7;0;1;3;1;A01
2016000152;7;0;1;3;1;A01
2016000153;33;13;0;1;0;A01
2016000154;30;0;0;1;1;A01
2016000155;33;6;0;1;14;A01
2016000156;7;0;2;7;11;B02
2016000156;33;0;2;2;1;A01
2016000157;7;0;2;3;17;A01
2016000157;35;0;2;7;21;B02
2016000158;7;14;0;1;1;A01
2016000159;7;0;2;3;19;A01
2016000159;1;0;2;1;19;B02
2016000160;7;0;1;2;1;A01
2016000161;2;0;0;4;1;B02
2016000161;2;0;0;1;2;A01
2016000162;7;0;1;2;1;A01
2016000163;7;0;2;1;1;B02
2016000163;7;0;2;8;0;C03
2016000163;7;0;2;1;11;A01
2016000164;1;0;2;2;1;B02
2016000164;10;0;2;6;4;A01
2016000165;7;0;1;1;1;A01
2016000166;7;0;2;5;15;A01
2016000166;33;0;2;1;1;B02
2016000167;1;0;2;0;0;B02
2016000167;7;0;9;2;19;A01
2016000168;7;0;1;2;1;A01
2016000169;2;0;2;1;17;A01
2016000169;7;0;0;8;15;B02
2016000170;7;0;1;1;1;A01
2016000171;10;0;0;0;15;A01
2016000171;33;0;2;0;1;B02
2016000172;33;11;0;1;0;A01
2016000173;33;0;0;0;1;A01
2016000174;7;0;2;1;1;B02
2016000174;7;14;2;3;13;A01
2016000175;34;0;2;4;1;B02
2016000175;7;14;0;1;17;C03
2016000175;7;0;2;1;2;A01
2016000176;30;0;0;3;1;A01
2016000177;7;2;0;2;1;A01
2016000178;33;12;0;0;1;A01
2016000179;7;13;0;2;1;A01
2016000180;7;13;0;3;1;A01
2016000181;7;14;0;1;1;A01
2016000182;7;0;2;3;1;A01
2016000182;7;0;2;3;1;B02
2016000183;10;0;2;1;1;C03
2016000183;17;0;2;1;1;B02
2016000183;7;0;2;2;1;A01
2016000184;37;1;1;5;16;A01
2016000185;33;13;0;1;1;A01
2016000186;31;0;2;0;2;B02
2016000186;2;0;2;8;11;A01
2016000187;7;0;1;3;1;A01
2016000188;30;0;0;0;0;A01
2016000189;7;0;2;1;0;C03
2016000189;7;0;2;1;13;A01
2016000189;7;0;2;1;0;B02
2016000190;7;2;9;3;1;A01
2016000190;14;0;0;0;1;B02
2016000191;7;2;0;1;14;A01
2016000192;7;0;2;3;13;A01
2016000192;7;0;2;3;2;B02
2016000193;38;0;2;3;1;A01
2016000193;17;0;2;3;13;B03
2016000194;17;0;0;4;0;A01
2016000194;10;0;2;1;2;B02
2016000194;10;1;0;1;2;C03
2016000195;7;4;0;3;13;A01
2016000196;33;0;2;1;1;A01
2016000196;7;0;0;6;1;B02
2016000197;7;0;0;6;0;A01
2016000197;7;0;2;2;17;B02
2016000198;7;0;0;4;23;A01
2016000198;7;0;0;4;23;B02
2016000198;7;0;0;1;2;C03
2016000199;17;4;0;3;1;A01
2016000200;33;0;2;3;11;A01
2016000200;10;0;0;5;1;B02
2016000201;7;0;2;3;2;A01
2016000201;10;0;2;5;2;B02
2016000202;17;0;0;6;2;B01
2016000202;10;0;2;2;2;C02
2016000203;17;0;0;0;2;B01
2016000203;7;4;2;2;17;C02
2016000204;7;6;2;3;11;A01
2016000204;7;0;2;7;2;B02
2016000205;7;0;0;9;1;A01
2016000205;15;0;0;8;1;B02
2016000206;1;0;0;0;0;A01
2016000206;10;8;2;7;14;B02
2016000207;33;0;2;1;1;A01
2016000207;7;0;2;8;1;B02
2016000208;21;0;9;5;2;A01
2016000208;1;0;2;0;2;B02
2016000209;1;1;0;1;1;A01
2016000210;7;0;9;0;1;A01
2016000211;33;0;0;0;2;A01
2016000212;33;0;0;2;1;A01
2016000213;7;0;1;7;1;A01
2016000214;7;0;2;2;19;B02
2016000214;7;0;2;1;1;A01
2016000215;7;0;2;7;19;A01
2016000215;15;0;2;1;1;B02
2016000216;7;0;1;4;23;A01
2016000216;10;0;2;1;2;B02
2016000217;7;2;0;1;1;A01
2016000218;33;0;0;0;1;A01
2016000219;33;0;0;7;1;A01
2016000220;7;13;0;9;1;A01
2016000221;10;0;2;1;1;A01
2016000221;10;0;2;1;15;B02
2016000222;7;0;1;2;1;A01
2016000223;7;15;0;1;1;A01
2016000224;7;0;2;1;1;A01
2016000224;7;0;2;2;13;B02
2016000224;7;14;0;1;1;C03
2016000225;30;0;0;7;2;A01
2016000226;21;0;0;1;1;A01
2016000227;7;0;2;1;2;A01
2016000227;21;0;0;4;1;B02
2016000228;7;0;2;3;15;A01
2016000228;7;0;2;1;1;B02
2016000229;7;0;9;5;2;A01
2016000229;3;0;0;4;2;B02
2016000230;10;1;0;3;9;A01
2016000231;7;0;2;3;9;A01
2016000231;30;0;2;1;1;B02
2016000232;15;0;2;2;2;A01
2016000232;30;0;0;6;2;B02
2016000233;7;0;2;2;2;A01
2016000233;1;0;2;4;2;B02
2016000234;15;2;0;1;1;A01
2016000235;7;0;2;1;13;A01
2016000235;7;0;2;1;1;B02
2016000236;31;0;2;1;1;A01
2016000236;7;0;2;1;1;B02
2016000237;7;2;0;1;1;A01
2016000238;7;0;2;6;13;A01
2016000238;7;0;2;1;1;B02
2016000239;7;6;0;1;1;A01
2016000240;7;0;0;4;2;A01
2016000240;7;0;2;1;2;B02
2016000240;17;0;2;0;2;C03
2016000240;7;0;2;4;2;D04
2016000241;10;0;2;1;5;A01
2016000241;21;0;2;1;1;B02
2016000242;7;0;2;1;1;A01
2016000242;10;0;2;4;15;B02
2016000243;7;6;0;1;1;A01
2016000244;7;0;1;1;1;A01
2016000245;7;0;2;7;11;A01
2016000245;7;0;2;1;1;B02
2016000246;33;0;0;7;1;A01
2016000246;10;0;0;6;1;B02
2016000247;7;6;0;1;1;A01
2016000248;31;0;0;2;1;A01
2016000249;7;0;2;1;23;C03
2016000249;15;0;2;1;1;B02
2016000249;10;14;2;7;15;A01
2016000250;7;0;2;5;15;A01
2016000250;33;0;2;1;2;B02
2016000251;33;16;0;1;13;A01
2016000251;17;0;0;0;15;B02
2016000251;7;0;2;7;21;C03
2016000252;33;0;2;1;1;A01
2016000252;10;0;2;8;15;B02
2016000253;7;0;2;3;1;A01
2016000253;7;0;2;3;1;B02
2016000254;7;0;2;1;13;A01
2016000254;7;0;2;1;1;B02
2016000255;7;0;2;3;13;A01
2016000255;10;0;2;1;1;B02
2016000255;33;0;0;0;21;C03
2016000255;33;0;2;1;21;D04
2016000256;7;0;6;1;13;A01
2016000256;7;0;2;1;1;B02
2016000257;17;0;2;2;21;A01
2016000257;14;0;2;6;1;B02
2016000258;33;0;2;7;1;A01
2016000258;10;0;2;3;19;B02
2016000259;2;0;2;7;1;A01
2016000260;7;0;2;5;17;A01
2016000260;10;0;2;0;18;B02
2016000261;7;0;2;3;15;A01
2016000261;7;0;2;3;1;B02
2016000262;7;0;2;3;1;A01
2016000262;10;0;2;3;0;B02
2016000263;7;4;0;3;1;A01
2016000264;33;0;2;1;1;A01
2016000264;7;0;2;6;1;B02
2016000265;7;6;0;7;13;A01
2016000266;30;0;6;1;1;A01
2016000267;7;0;1;1;1;A01
2016000268;7;0;2;1;5;A01
2016000268;7;0;2;1;1;B02
2016000269;7;0;2;6;10;A01
2016000269;33;0;2;1;1;B02
2016000270;30;0;0;1;19;A01
2016000270;7;0;0;7;1;B02
2016000271;7;0;1;2;14;A01
2016000272;33;0;2;1;13;A01
2016000272;32;0;2;1;1;B02
2016000273;36;8;0;1;13;A01
2016000274;7;0;2;1;15;A01
2016000274;7;0;2;1;1;B02
2016000275;7;0;2;1;17;A01
2016000276;7;2;0;1;0;A01
2016000277;2;0;2;4;2;A01
2016000277;2;0;2;1;0;B02
2016000278;31;0;2;1;0;A01
2016000278;7;0;2;5;0;B02
2016000279;7;6;0;9;2;A01
2016000280;33;7;0;1;1;A01
2016000280;7;0;2;5;1;B02
2016000281;7;0;1;3;2;A01
2016000282;7;15;0;7;1;A01
2016000283;7;0;2;2;11;A01
2016000283;3;0;2;8;1;B02
2016000284;7;4;0;1;1;A01
2016000285;1;0;2;8;1;B02
2016000285;7;0;2;1;19;A01
2016000286;1;0;2;1;1;A01
2016000286;20;0;2;4;4;B02
2016000287;7;0;2;2;15;A01
2016000287;14;0;2;1;1;B02
2016000288;7;0;2;3;1;A01
2016000288;7;0;2;3;1;B02
2016000289;7;6;0;3;1;A01
2016000290;7;2;0;1;1;A01
2016000291;7;13;2;8;13;A01
2016000291;33;0;2;1;1;B02
2016000291;33;0;0;0;1;C03
2016000292;7;6;0;9;0;A01
2016000293;3;0;2;6;13;A01
2016000293;7;0;2;6;1;B02
2016000294;33;1;0;3;13;A01
2016000295;1;0;2;1;1;A01
2016000295;10;0;2;5;0;B02
2016000296;31;0;0;0;1;B02
2016000296;30;0;0;0;1;A01
2016000297;10;0;2;1;13;A01
2016000297;7;0;2;1;0;B02
2016000298;33;0;2;2;17;A01
2016000298;10;0;2;8;15;B02
2016000299;7;0;1;1;12;A01
2016000300;7;0;0;3;1;A01
2016000300;7;0;0;1;15;B02
2016000301;7;0;2;1;13;A01
2016000301;7;0;2;1;1;B02
2016000302;7;2;0;1;1;A01
2016000303;10;0;2;3;1;A01
2016000303;7;0;2;3;13;B02
2016000304;10;0;9;2;1;A01
2016000304;1;0;2;8;1;B02
2016000305;7;0;2;1;2;A01
2016000305;7;0;2;4;13;B02
2016000305;7;0;2;3;1;C03
2016000306;7;2;0;8;17;A01
2016000307;7;0;2;1;9;A01
2016000307;7;0;2;7;1;B02
2016000308;7;0;2;3;17;A01
2016000308;31;0;2;7;1;B02
2016000309;14;0;2;1;1;A01
2016000309;7;0;0;8;15;B02
2016000310;7;2;0;3;14;A01
2016000311;7;0;0;9;13;A01
2016000312;7;2;0;1;1;A01
2016000313;7;13;0;2;1;A01
2016000314;1;0;0;3;1;A01
2016000314;7;0;0;2;1;B02
2016000315;7;0;0;0;0;A01
2016000316;7;2;0;8;1;A01
2016000317;21;0;2;3;16;A01
2016000317;7;0;2;3;1;B02
2016000318;31;0;2;1;1;A01
2016000318;10;0;2;5;10;B02
2016000319;7;2;0;8;1;A01
2016000320;7;2;0;1;14;A01
2016000321;7;2;0;1;13;A01
2016000322;7;0;1;2;13;A01
2016000323;7;6;2;8;5;A01
2016000323;10;0;2;1;1;B02
2016000324;36;8;0;1;1;A01
2016000325;7;13;0;3;1;A01
2016000326;7;0;2;2;16;A01
2016000326;7;0;2;1;1;B02
2016000327;7;15;0;1;14;A01
2016000328;7;0;2;2;13;A01
2016000328;7;0;2;1;1;B02
2016000329;7;0;0;8;19;A01
2016000329;7;0;2;1;1;B02
2016000330;7;0;4;3;1;A01
2016000330;39;0;2;1;1;B02
2016000331;2;0;9;3;13;A01
2016000331;1;0;2;1;1;B02
2016000332;30;0;2;1;1;A01
2016000332;7;0;0;3;2;B02
2016000333;7;0;1;0;0;A01
2016000334;7;0;2;6;13;A01
2016000334;33;0;1;2;21;B02
2016000335;7;0;1;1;1;A01
2016000336;7;0;2;3;15;A01
2016000336;10;0;2;1;1;B02
2016000337;33;0;0;8;21;A01
2016000338;10;0;2;3;16;A01
2016000338;30;0;2;1;21;B02
2016000339;7;6;0;3;2;A01
2016000340;7;0;2;2;11;A01
2016000340;7;0;2;3;1;B02
2016000341;7;0;1;3;1;A01
2016000342;33;0;2;1;1;A01
2016000342;7;0;2;7;1;B02
2016000343;7;13;0;1;0;A01
2016000344;33;0;2;3;13;A01
2016000344;7;0;2;3;1;B02
2016000345;7;16;0;1;1;A01
2016000346;7;13;0;2;21;A01
2016000347;7;0;1;1;1;A01
2016000348;1;0;2;4;1;B02
2016000348;7;0;2;2;1;A01
2016000349;15;0;2;8;4;B02
2016000349;7;0;2;1;1;A01
2016000350;7;0;2;3;0;B02
2016000350;10;0;2;3;0;A01
2016000351;15;0;2;3;1;B02
2016000351;7;0;2;3;13;A01
2016000352;7;0;2;1;13;A01
2016000352;7;0;2;1;1;B02
2016000352;7;0;2;3;15;C03
2016000353;7;2;2;5;1;A01
2016000353;7;0;2;2;19;B02
2016000354;7;0;2;7;15;A01
2016000354;30;0;2;1;1;B02
2016000355;33;2;0;9;13;A01
2016000356;7;6;0;9;13;A01
2016000357;30;0;5;1;1;A01
2016000358;7;0;1;2;17;A01
2016000359;7;0;2;2;23;B02
2016000359;7;0;2;3;13;A01
2016000360;30;0;2;3;13;A01
2016000360;7;0;2;3;1;B02
2016000361;10;0;2;4;15;B02
2016000361;1;0;2;1;1;A01
2016000362;2;0;2;1;1;B02
2016000362;10;0;2;3;1;A01
2016000363;7;0;1;3;1;A01
2016000364;7;0;1;3;1;A01
2016000365;7;0;2;3;1;B02
2016000365;7;0;2;1;5;A01
2016000366;7;0;2;3;13;A01
2016000366;7;0;2;3;1;B02
2016000367;7;13;2;1;1;B02
2016000367;7;0;2;7;13;A01
2016000368;10;0;2;1;1;B02
2016000368;7;0;2;1;17;A01
2016000369;10;0;2;1;1;B02
2016000369;7;0;2;1;10;A01
2016000369;10;0;2;7;1;C03
2016000370;30;0;2;1;1;B02
2016000370;7;0;2;3;9;A01
2016000371;7;0;2;1;1;B02
2016000371;7;0;2;1;13;A01
2016000372;2;0;2;1;13;A01
2016000372;2;0;2;1;13;B02
2016000373;7;0;2;1;13;A01
2016000373;7;0;2;1;1;B02
2016000374;33;0;6;2;1;A01
2016000375;33;13;0;1;13;A01
2016000376;7;13;0;1;14;A01
2016000377;7;0;2;3;19;B02
2016000377;30;0;2;1;1;A01
2016000378;7;0;2;1;1;B02
2016000378;7;0;2;1;21;A01
2016000379;7;8;0;1;13;A01
2016000380;7;16;0;9;14;A01
2016000381;7;0;1;2;1;A01
2016000382;7;0;2;1;1;A01
2016000382;7;0;2;8;15;B02
2016000383;39;0;2;3;1;B02
2016000383;7;0;4;3;1;A01
2016000384;10;0;2;2;17;B02
2016000384;7;0;2;6;15;A01
2016000385;33;13;0;1;13;A01
2016000386;7;0;2;2;15;A01
2016000386;2;0;2;1;1;B02
2016000387;7;0;0;0;0;A01
2016000387;10;0;0;0;0;B02
2016000388;7;2;0;7;14;A01
2016000389;30;8;0;1;13;A01
2016000390;7;1;1;3;13;A01
2016000391;7;16;0;9;13;A01
2016000392;7;0;2;1;1;A01
2016000392;3;0;0;4;1;B02
2016000393;7;0;2;1;1;B02
2016000393;7;0;2;2;15;A01
2016000394;7;0;2;2;15;A01
2016000394;7;0;2;6;1;B02
2016000395;7;13;0;1;14;A01
2016000396;7;2;0;1;14;A01
2016000397;7;13;0;1;14;A01
2016000398;7;0;1;3;1;A01
2016000399;7;0;2;1;1;B02
2016000399;7;0;2;2;15;A01
2016000400;33;0;2;1;1;A01
2016000400;10;0;0;5;1;B02
2016000401;7;0;2;1;13;A01
2016000401;15;0;2;1;1;B02
2016000402;17;0;2;6;1;B02
2016000402;7;3;2;3;13;A01
2016000402;15;3;2;3;21;C03
2016000403;7;6;0;1;13;A01
2016000404;7;0;0;1;1;A01
2016000404;7;0;0;4;1;B02
2016000405;13;0;0;7;2;B01
2016000406;7;0;2;5;19;B02
2016000406;33;0;2;1;1;A01
2016000407;7;0;2;9;9;A01
2016000407;7;0;2;6;1;B02
2016000408;7;0;2;1;1;B02
2016000408;10;0;2;3;13;A01
2016000409;7;0;2;1;1;B02
2016000409;7;0;2;1;13;A01
2016000410;7;0;2;2;17;A01
2016000410;2;0;2;4;15;B02
2016000411;7;0;1;1;1;A01
2016000412;2;0;0;1;1;B02
2016000412;7;0;2;3;9;A01
2016000413;7;2;0;1;14;A01
2016000414;10;13;0;3;13;A01
2016000415;1;0;0;8;1;B02
2016000415;10;0;2;2;1;A01
2016000415;1;0;0;8;1;C03
2016000416;7;0;2;2;13;A01
2016000416;7;0;2;2;1;B02
2016000417;7;0;2;3;13;B02
2016000417;10;0;2;3;1;A01
2016000418;7;16;0;3;14;A01
2016000419;10;13;0;9;14;A01
2016000420;30;0;0;4;1;B02
2016000420;7;0;2;1;1;A01
2016000421;7;0;1;2;15;A01
2016000422;7;2;0;8;13;A01
2016000423;7;16;6;9;21;A01
2016000424;7;0;1;3;1;A01
2016000425;7;0;2;3;15;A01
2016000425;31;0;2;1;1;B02
2016000426;33;0;2;1;17;B02
2016000426;7;0;0;6;17;A01
2016000427;7;0;2;5;1;A01
2016000427;1;0;2;1;9;B02
2016000428;1;0;2;1;9;B02
2016000428;7;0;2;2;1;A01
2016000429;7;0;1;2;1;A01
2016000430;7;15;1;4;23;A01
2016000431;7;0;2;3;13;A01
2016000431;15;0;2;3;1;B02
2016000432;7;6;1;3;4;A01
2016000433;10;0;2;3;19;A01
2016000433;10;0;2;3;1;B02
2016000434;32;16;0;1;1;A01
2016000435;33;0;0;8;1;A01
2016000436;7;0;0;0;1;A01
2016000437;7;0;2;2;1;A01
2016000437;1;0;2;4;1;B02
2016000438;2;0;2;1;1;B02
2016000438;10;0;2;6;10;A01
2016000439;31;0;2;1;13;B02
2016000439;7;0;2;3;1;A01
2016000440;7;0;2;3;1;A01
2016000440;7;0;2;1;13;B02
2016000441;7;13;0;0;14;A01
2016000442;30;0;0;0;1;A01
2016000443;7;13;0;3;18;A01
2016000443;7;0;2;5;1;B02
2016000444;33;12;0;1;1;A01
2016000445;7;0;2;2;1;B02
2016000445;7;0;2;3;15;A01
2016000446;7;2;0;8;1;A01
2016000447;7;0;2;1;1;A01
2016000447;17;0;2;4;1;B02
2016000448;7;14;0;2;0;C03
2016000448;7;0;2;2;0;B02
2016000448;7;0;2;7;0;A01
2016000449;1;0;0;0;0;B02
2016000449;7;0;0;2;2;A01
2016000450;7;0;2;3;5;A01
2016000450;7;0;2;1;1;B02
2016000451;7;0;0;1;1;B02
2016000451;7;0;0;7;19;A01
2016000452;10;0;2;1;1;B02
2016000452;7;0;2;1;5;A01
2016000453;7;0;0;0;1;A01
2016000454;7;0;2;0;0;B02
2016000454;7;0;0;0;0;C03
2016000454;33;0;0;4;0;A01
2016000455;33;0;2;1;13;A01
2016000455;7;0;2;1;1;B02
2016000456;7;6;0;1;13;A01
2016000457;7;2;0;8;1;A01
2016000458;7;0;1;3;0;A01
2016000459;7;0;2;7;6;A01
2016000459;7;0;2;1;1;B02
2016000460;2;0;0;0;0;A01
2016000460;7;0;0;0;0;B02
2016000461;33;0;2;8;1;A01
2016000461;14;0;2;8;1;B02
2016000462;7;0;2;1;16;B02
2016000462;10;0;2;2;15;A01
2016000463;33;0;0;0;1;A01
2016000464;7;0;1;6;4;A01
2016000465;7;0;1;2;1;A01
2016000466;10;0;0;8;1;A01
2016000467;7;0;1;1;1;A01
2016000468;33;13;0;1;1;A01
2016000469;7;0;2;3;1;B02
2016000469;33;0;2;7;15;A01
2016000470;33;0;2;1;1;A01
2016000470;21;0;2;6;1;B02
2016000471;10;1;0;1;1;A01
2016000472;7;0;0;1;1;A01
2016000473;31;6;0;7;0;A01
2016000474;10;0;0;0;0;B02
2016000474;7;0;0;0;0;A01
2016000475;7;0;2;3;13;A01
2016000475;10;0;2;3;1;B02
2016000476;7;0;0;6;19;A01
2016000476;33;0;0;1;17;B02
2016000477;7;0;0;0;0;A01
2016000477;14;0;0;0;0;B02
2016000478;7;0;0;0;0;A01
2016000478;7;0;0;0;0;B02
2016000479;7;0;0;8;1;A01
2016000479;2;0;2;1;19;B02
2016000480;1;0;2;4;1;B02
2016000480;7;0;9;1;1;A01
2016000481;7;0;2;2;15;A01
2016000481;31;0;2;1;1;B02
2016000482;7;16;0;9;1;A01
2016000483;7;0;2;3;10;A01
2016000483;7;0;2;2;1;B02
2016000484;7;0;2;1;19;A01
2016000484;34;0;2;8;0;B02
2016000485;7;0;1;3;10;A01
2016000486;7;0;0;0;0;A01
