num_acc;lum;agg;inter;atm;col;dep;date
2010000300;1;1;1;1;6;620;19/04/2010
2010000301;1;2;1;7;6;620;25/04/2010
2010000302;1;1;9;1;6;620;25/04/2010
2010000303;1;1;1;1;3;620;27/06/2010
2010000304;3;1;1;1;1;620;01/07/2010
2010000305;1;1;1;1;6;620;10/07/2010
2010000306;1;1;1;1;3;620;10/07/2010
2010000307;1;2;1;1;2;620;11/07/2010
2010000308;1;1;2;3;3;620;21/07/2010
2010000309;1;2;1;1;2;620;27/07/2010
2010000310;1;2;1;1;2;620;21/08/2010
2010000311;3;2;1;1;7;620;02/09/2010
2010000312;1;2;1;1;6;620;09/09/2010
2010000313;1;2;1;1;3;620;06/09/2010
2010000314;1;1;2;1;3;620;16/10/2010
2010000315;1;1;1;2;7;620;26/10/2010
2010000316;1;1;1;3;3;620;13/11/2010
2010000317;1;2;1;2;3;620;23/01/2010
2010000318;1;2;1;1;1;620;13/03/2010
2010000319;2;2;1;1;6;620;16/04/2010
2010000320;1;2;1;1;6;620;09/05/2010
2010000321;1;2;1;1;1;620;10/07/2010
2010000322;2;2;1;1;6;620;11/07/2010
2010000323;1;1;9;1;3;620;03/08/2010
2010000324;4;2;1;1;1;620;28/08/2010
2010000325;1;1;1;1;1;620;04/10/2010
2010000326;3;1;1;4;2;620;04/01/2010
2010000327;3;1;2;8;3;620;23/01/2010
2010000328;3;1;1;1;2;620;30/01/2010
2010000329;1;2;1;1;7;620;24/02/2010
2010000330;1;1;1;1;7;620;27/02/2010
2010000331;1;1;1;1;1;620;27/04/2010
2010000332;3;2;1;1;2;620;24/07/2010
2010000333;1;2;1;3;6;620;04/08/2010
2010000334;1;1;1;1;1;620;11/09/2010
2010000335;1;2;1;1;6;620;18/10/2010
2010000336;1;1;1;1;5;620;12/11/2010
2010000337;4;2;1;2;6;620;05/12/2010
2010000338;3;1;1;1;7;620;26/12/2010
2010000339;1;2;7;1;3;620;06/02/2010
2010000340;3;1;1;1;6;620;17/04/2010
2010000341;1;2;1;1;3;620;27/04/2010
2010000342;1;1;1;1;1;620;15/06/2010
2010000343;1;1;2;1;3;620;16/06/2010
2010000344;3;1;1;2;6;620;20/06/2010
2010000345;3;1;1;1;7;620;06/11/2010
2010000346;2;1;9;5;4;620;29/12/2010
2010000347;1;1;1;4;1;620;10/02/2010
2010000348;1;1;1;2;3;620;02/04/2010
2010000349;1;2;1;1;1;620;10/04/2010
2010000350;3;2;1;1;6;620;17/05/2010
2010000351;1;2;1;1;5;620;23/05/2010
2010000352;1;2;9;1;1;620;01/08/2010
2010000353;1;1;1;8;7;620;04/10/2010
2010000354;3;1;1;2;3;620;15/10/2010
2010000355;3;1;1;3;6;620;05/12/2010
2010000356;1;2;1;1;2;620;05/01/2010
2010000357;5;2;1;3;6;620;29/01/2010
2010000358;1;2;1;2;5;620;07/02/2010
2010000359;1;1;1;4;1;620;10/02/2010
2010000360;1;1;1;1;3;620;11/04/2010
2010000361;1;1;1;1;4;620;11/04/2010
2010000362;1;2;1;1;3;620;21/04/2010
2010000363;1;2;1;1;3;620;20/04/2010
2010000364;5;2;1;2;6;620;02/05/2010
2010000365;1;2;1;1;3;620;08/05/2010
2010000366;1;1;1;1;3;620;13/05/2010
2010000367;1;1;1;1;6;620;17/05/2010
2010000368;1;1;1;1;7;620;03/06/2010
2010000369;1;2;1;2;3;620;09/06/2010
2010000370;1;1;1;1;6;620;17/06/2010
2010000371;1;2;1;1;3;620;11/07/2010
2010000372;3;1;1;1;6;620;11/07/2010
2010000373;1;1;1;1;6;620;24/07/2010
2010000374;1;2;2;1;3;620;08/08/2010
