2011000001;1;2;1;1;3;590;22/01/2011
2011000002;1;1;1;1;3;590;24/06/2011
2011000003;2;2;1;1;6;590;16/09/2011
2011000004;1;2;1;1;5;590;22/09/2011
2011000005;1;2;1;1;6;590;24/10/2011
2011000006;5;2;1;1;2;590;14/11/2011
2011000007;1;1;1;1;3;590;08/04/2011
2011000008;1;1;1;8;3;590;13/04/2011
2011000009;5;1;6;1;6;590;24/04/2011
2011000010;1;2;9;1;6;590;27/05/2011
2011000011;1;2;1;1;6;590;13/06/2011
2011000012;1;2;1;1;3;590;26/10/2011
2011000013;5;2;6;1;6;590;11/11/2011
2011000014;5;1;1;5;1;590;16/11/2011
2011000015;1;2;6;1;6;590;28/11/2011
2011000016;2;1;1;1;2;590;27/11/2011
2011000017;5;1;1;2;3;590;07/01/2011
2011000018;5;2;1;1;1;590;14/01/2011
2011000019;2;1;1;9;7;590;20/01/2011
2011000020;5;2;1;1;3;590;27/01/2011
2011000021;1;1;1;1;1;590;08/06/2011
2011000022;2;2;1;1;1;590;01/09/2011
2011000023;1;1;1;8;3;590;04/09/2011
2011000024;1;1;1;1;4;590;03/10/2011
2011000025;2;1;1;1;6;590;26/11/2011
2011000026;1;1;1;8;6;590;25/12/2011
2011000027;2;2;1;1;1;590;28/01/2011
2011000028;1;2;1;1;3;590;01/04/2011
2011000029;1;2;1;1;6;590;03/06/2011
2011000030;1;2;1;1;1;590;23/06/2011
2011000031;1;1;1;1;6;590;04/08/2011
2011000032;1;2;1;1;1;590;22/09/2011
2011000033;1;2;1;1;6;590;17/01/2011
2011000034;1;1;1;7;3;590;23/03/2011
2011000035;1;1;1;1;2;590;23/04/2011
2011000036;1;1;1;1;6;590;24/04/2011
2011000037;1;1;1;1;1;590;08/07/2011
2011000038;1;1;1;1;2;590;15/07/2011
2011000039;1;1;9;1;3;590;10/11/2011
2011000040;1;1;1;1;6;590;16/04/2011
2011000041;1;1;1;1;1;590;01/05/2011
2011000042;1;2;1;1;6;590;25/05/2011
2011000043;1;1;1;1;3;590;25/05/2011
2011000044;1;2;1;1;3;590;15/08/2011
2011000045;3;1;1;1;6;590;03/09/2011
2011000046;1;2;2;1;3;590;01/10/2011
2011000047;2;1;1;5;7;590;19/11/2011
2011000048;3;1;1;2;6;590;23/11/2011
2011000049;1;1;1;7;2;590;10/12/2011
2011000050;2;1;1;1;1;590;06/02/2011
2011000051;1;1;1;1;1;590;26/06/2011
2011000052;3;2;1;1;1;590;09/07/2011
2011000053;1;1;9;1;6;590;24/07/2011
2011000054;1;1;1;1;1;590;11/08/2011
2011000055;3;1;1;3;6;590;10/10/2011
2011000056;1;1;1;1;3;590;24/11/2011
2011000057;3;1;1;1;1;590;07/12/2011
2011000058;1;1;1;1;6;590;13/12/2011
2011000059;1;2;1;1;1;590;20/03/2011
2011000060;1;1;1;1;3;590;11/05/2011
2011000061;3;2;1;1;7;590;10/07/2011
2011000062;2;1;1;8;6;590;21/11/2011
2011000063;3;1;1;1;4;590;31/12/2011
2011000064;5;2;1;1;3;590;20/01/2011
2011000065;1;2;1;1;1;590;21/01/2011
2011000066;2;1;1;1;6;590;04/02/2011
2011000067;1;2;1;1;1;590;20/03/2011
2011000068;1;1;1;1;3;590;16/06/2011
2011000069;1;2;1;1;6;590;22/07/2011
2011000070;1;2;1;8;3;590;28/07/2011
2011000071;1;1;1;1;3;590;28/10/2011
2011000072;3;1;1;1;7;590;01/11/2011
2011000073;2;2;1;2;5;590;03/12/2011
2011000074;1;1;1;1;7;590;09/01/2011
2011000075;1;2;1;1;3;590;14/05/2011
2011000076;1;1;1;1;3;590;20/05/2011
2011000077;1;1;1;1;7;590;09/06/2011
2011000078;3;1;1;1;6;590;24/08/2011
2011000079;3;1;1;1;6;590;11/01/2011
2011000080;1;1;2;1;3;590;13/02/2011
2011000081;1;1;1;7;1;590;23/03/2011
2011000082;1;1;1;1;6;590;09/06/2011
2011000083;1;2;2;1;3;590;12/06/2011
2011000084;1;1;1;2;1;590;13/07/2011
2011000085;3;1;1;1;7;590;31/07/2011
2011000086;1;2;3;1;1;590;29/07/2011
2011000087;1;2;2;1;3;590;30/08/2011
2011000088;1;1;1;1;6;590;04/10/2011
2011000089;3;1;1;9;6;590;12/01/2011
2011000090;1;2;1;1;6;590;28/01/2011
2011000091;1;1;1;1;6;590;25/03/2011
2011000092;1;2;1;1;6;590;07/05/2011
2011000093;1;2;1;1;6;590;02/10/2011
2011000094;1;2;1;1;6;590;06/12/2011
2011000095;1;1;1;1;3;590;14/01/2011
2011000096;1;1;3;1;1;590;14/02/2011
2011000097;1;1;1;1;7;590;16/01/2011
2011000098;1;1;1;1;1;590;22/01/2011
2011000099;1;2;1;1;1;590;31/05/2011
2011000100;1;1;1;1;7;590;02/06/2011
2011000101;1;1;1;1;7;590;05/10/2011
2011000102;5;2;1;1;1;590;11/10/2011
2011000103;5;1;1;1;7;590;18/10/2011
2011000104;3;1;1;8;7;590;04/12/2011
2011000105;1;1;1;1;7;590;03/04/2011
2011000106;5;1;2;1;3;590;02/12/2011
2011000107;5;2;1;1;3;590;07/12/2011
2011000108;2;1;1;3;3;590;14/12/2011
2011000109;1;2;1;1;1;590;17/09/2011
2011000110;1;1;1;7;3;590;05/03/2011
2011000111;1;1;1;1;1;590;25/03/2011
2011000112;3;1;1;1;6;590;21/04/2011
2011000113;1;1;1;1;3;590;23/05/2011
2011000114;1;1;1;1;3;590;27/06/2011
2011000115;1;1;2;1;3;590;08/07/2011
2011000116;1;1;1;1;7;590;22/08/2011
2011000117;3;1;1;1;1;590;05/10/2011
2011000118;1;1;1;1;1;590;21/10/2011
2011000119;1;1;1;1;3;590;28/10/2011
2011000120;1;2;1;1;6;590;16/11/2011
2011000121;1;2;1;1;6;590;15/11/2011
2011000122;1;2;1;1;6;590;06/06/2011
2011000123;1;2;1;1;3;590;05/06/2011
2011000124;1;2;1;1;6;590;03/07/2011
2011000125;1;2;1;1;7;590;25/08/2011
2011000126;1;2;1;1;2;590;11/10/2011
2011000127;1;2;1;7;6;590;02/12/2011
2011000128;3;1;1;2;6;590;26/02/2011
2011000129;1;1;9;7;3;590;25/03/2011
2011000130;1;2;1;1;1;590;05/05/2011
2011000131;1;1;1;1;3;590;30/05/2011
2011000132;1;1;1;1;2;590;14/06/2011
2011000133;1;2;1;1;3;590;02/08/2011
2011000134;1;2;1;1;1;590;31/08/2011
2011000135;3;1;1;1;6;590;02/09/2011
2011000136;5;2;1;2;2;590;03/11/2011
2011000137;3;1;1;1;1;590;20/11/2011
2011000138;5;2;9;8;6;590;02/12/2011
2011000139;1;2;1;1;3;590;19/05/2011
2011000140;2;1;1;1;6;590;20/05/2011
2011000141;1;1;9;2;6;590;19/06/2011
2011000142;1;1;1;1;6;590;16/08/2011
2011000143;2;2;1;1;6;590;18/08/2011
2011000144;5;2;1;1;3;590;28/09/2011
2011000145;2;1;1;1;1;590;02/11/2011
2011000146;3;1;1;1;6;590;03/12/2011
2011000147;3;1;1;1;1;590;11/02/2011
2011000148;1;2;1;1;6;590;22/04/2011
2011000149;2;2;1;1;1;590;07/06/2011
2011000150;1;2;1;1;1;590;31/08/2011
2011000151;1;1;9;1;1;590;20/03/2011
2011000152;1;2;1;1;1;590;03/05/2011
2011000153;1;1;1;1;4;590;13/07/2011
2011000154;5;2;1;1;6;590;30/07/2011
2011000155;1;2;1;1;1;590;28/08/2011
2011000156;1;2;1;1;6;590;20/09/2011
2011000157;5;2;1;1;6;590;07/12/2011
2011000158;1;2;1;1;1;590;14/02/2011
2011000159;1;2;1;1;1;590;22/02/2011
2011000160;1;2;1;1;6;590;08/03/2011
2011000161;1;1;1;1;3;590;20/04/2011
2011000162;1;2;1;1;6;590;13/06/2011
2011000163;1;1;1;8;1;590;19/06/2011
2011000164;1;2;1;1;2;590;09/10/2011
2011000165;1;2;1;1;6;590;21/11/2011
2011000166;5;2;1;2;6;590;02/12/2011
2011000167;1;1;1;1;6;590;07/01/2011
2011000168;1;2;1;1;3;590;27/04/2011
2011000169;1;1;1;2;7;590;20/06/2011
2011000170;1;2;1;1;3;590;26/08/2011
2011000171;1;1;1;7;3;590;11/04/2011
2011000172;1;1;6;1;7;590;11/08/2011
2011000173;1;1;1;1;6;590;27/09/2011
2011000174;1;1;1;1;3;590;11/04/2011
2011000175;1;2;1;1;6;590;11/05/2011
2011000176;3;1;1;1;7;590;19/10/2011
2011000177;1;1;1;1;5;590;06/11/2011
2011000178;1;2;1;1;3;590;21/03/2011
2011000179;1;1;1;1;6;590;27/04/2011
2011000180;1;1;1;1;2;590;23/09/2011
2011000181;3;1;1;1;6;590;27/09/2011
2011000182;5;2;6;1;6;590;01/10/2011
2011000183;1;1;1;1;6;590;08/10/2011
2011000184;1;2;1;1;6;590;27/11/2011
2011000185;3;1;1;1;5;590;02/12/2011
2011000186;2;1;1;9;1;590;10/01/2011
2011000187;1;2;1;1;6;590;23/07/2011
2011000188;1;2;1;1;1;590;07/09/2011
2011000189;2;1;1;1;3;590;07/11/2011
2011000190;1;1;1;1;7;590;17/04/2011
2011000191;1;1;1;7;5;590;18/04/2011
2011000192;5;2;1;1;6;590;03/07/2011
2011000193;1;2;1;1;2;590;28/09/2011
2011000194;3;2;1;1;6;590;10/11/2011
2011000195;3;1;1;5;1;590;23/11/2011
2011000196;3;1;1;2;6;590;10/12/2011
2011000197;3;1;1;2;6;590;07/01/2011
2011000198;3;1;1;2;6;590;21/01/2011
2011000199;2;1;1;1;3;590;24/03/2011
2011000200;1;2;1;1;3;590;18/05/2011
2011000201;1;2;1;1;7;590;24/07/2011
2011000202;1;2;1;7;1;590;01/10/2011
2011000203;1;1;1;1;6;590;08/05/2011
2011000204;1;1;1;1;7;590;20/10/2011
2011000205;1;1;1;2;6;620;22/01/2011
2011000206;1;1;1;1;6;620;18/06/2011
2011000207;2;1;1;1;6;620;18/02/2011
2011000208;3;1;1;3;3;620;26/02/2011
2011000209;1;1;1;1;6;620;01/07/2011
2011000210;1;1;1;1;6;620;15/08/2011
2011000211;1;1;1;1;6;620;25/10/2011
2011000212;3;1;1;4;7;620;13/12/2011
2011000213;1;1;1;1;1;620;06/02/2011
2011000214;1;1;1;1;7;620;08/05/2011
2011000215;1;1;1;1;6;620;28/06/2011
2011000216;3;2;1;1;5;620;05/08/2011
2011000217;1;2;1;1;2;620;29/08/2011
2011000218;3;2;1;1;6;620;30/10/2011
2011000219;1;1;1;8;4;620;22/12/2011
2011000220;3;1;1;1;6;620;23/01/2011
2011000221;1;2;1;7;6;620;06/03/2011
2011000222;1;1;1;1;1;620;24/03/2011
2011000223;1;1;1;1;5;620;19/04/2011
2011000224;1;2;1;1;6;620;19/05/2011
2011000225;1;2;1;1;1;620;27/05/2011
2011000226;3;1;1;1;6;620;02/06/2011
2011000227;2;1;1;1;6;620;08/07/2011
2011000228;3;1;1;1;6;620;28/08/2011
2011000229;1;2;1;5;7;620;28/09/2011
2011000230;3;1;1;1;6;620;10/11/2011
2011000231;2;1;1;1;6;620;11/11/2011
2011000232;1;2;1;1;6;620;15/02/2011
2011000233;5;2;1;1;6;620;01/03/2011
2011000234;1;1;1;7;6;620;06/03/2011
2011000235;1;2;1;1;3;620;30/03/2011
2011000236;1;1;1;1;3;620;08/05/2011
2011000237;2;1;1;1;7;620;20/05/2011
2011000238;1;2;1;1;6;620;24/05/2011
2011000239;1;1;1;1;1;620;14/08/2011
2011000240;1;2;1;1;6;620;14/10/2011
2011000241;1;2;1;1;6;620;05/11/2011
2011000242;1;1;1;1;6;620;09/12/2011
2011000243;3;1;1;3;6;620;12/01/2011
2011000244;1;2;1;1;6;620;27/04/2011
2011000245;1;1;1;1;7;620;27/04/2011
2011000246;3;1;2;1;2;620;02/05/2011
2011000247;2;1;6;1;7;620;22/05/2011
2011000248;2;1;1;1;7;620;10/06/2011
2011000249;1;1;1;7;1;620;23/06/2011
2011000250;1;1;1;1;6;620;16/07/2011
2011000251;1;2;3;1;1;620;29/08/2011
2011000252;1;1;1;1;1;620;12/09/2011
2011000253;1;1;1;1;1;620;26/09/2011
2011000254;1;1;1;1;1;620;26/09/2011
2011000255;5;2;1;1;6;620;02/10/2011
2011000256;5;2;1;1;6;620;18/10/2011
2011000257;1;1;1;5;6;620;18/11/2011
2011000258;3;2;1;2;6;620;05/12/2011
2011000259;1;1;1;1;3;620;08/03/2011
2011000260;1;1;9;1;3;620;11/04/2011
2011000261;1;2;1;1;6;620;01/11/2011
2011000262;3;1;2;1;3;620;04/11/2011
2011000263;3;2;1;1;6;620;15/01/2011
2011000264;5;1;1;1;1;620;02/02/2011
2011000265;1;1;1;1;6;620;07/02/2011
2011000266;1;1;1;7;6;620;08/02/2011
2011000267;1;2;9;1;3;620;03/04/2011
2011000268;5;1;6;1;6;620;23/05/2011
2011000269;1;2;1;1;1;620;13/07/2011
2011000270;1;2;9;8;3;620;08/09/2011
2011000271;1;2;1;1;3;620;23/09/2011
2011000272;1;2;1;1;3;620;27/08/2011
